flight_id,departure_date,airline,status,monto_pago
AA452,2026-11-26,AA,DELAYED,532.17
UA5047,2026-11-23,UA,DELAYED,461.25
UA7522,2026-11-05,UA,CANCELLED,1285.58
SW5136,2026-11-07,SW,DELAYED,1413.19
DL8729,2026-11-25,DL,DELAYED,744.83
AA9279,2026-11-26,AA,DELAYED,1088.43
UA5974,2026-11-20,UA,ON_TIME,1318.01
UA2247,2026-11-18,UA,DELAYED,215.1
AA5008,2026-11-17,AA,DELAYED,1384.61
SW6125,2026-11-28,SW,DELAYED,360.22
UA6340,2026-11-30,UA,CANCELLED,362.81
SW6232,2026-11-24,SW,DELAYED,240.34
DL5307,2026-11-21,DL,CANCELLED,ERROR_TEXT
UA6102,2026-11-15,UA,ON_TIME,122.65
AA4323,2026-11-02,AA,DELAYED,201.22
SW6569,2026-11-03,SW,ON_TIME,1283.97
SW7911,2026-11-28,SW,DELAYED,727.07
DL5092,2026-11-07,DL,DELAYED,621.97
AA9723,2026-11-19,AA,ON_TIME,1450.14
SW5276,2026-11-02,SW,ON_TIME,606.77
AA2419,2026-11-27,AA,ON_TIME,633.85
UA4469,2026-11-30,UA,CANCELLED,672.03
SW6386,2026-11-09,SW,DELAYED,1021.8
DL9880,2026-11-06,DL,DELAYED,878.34
DL3305,2026-11-22,DL,ON_TIME,801.42
UA8249,2026-11-27,UA,ON_TIME,615.71
SW9222,2026-11-11,SW,DELAYED,954.16
AA8030,2026-11-24,AA,ON_TIME,1366.05
SW9166,2026-11-15,SW,CANCELLED,1123.04
UA1557,2026-11-10,UA,DELAYED,1225.61
AA3896,2026-11-22,AA,ON_TIME,1209.7
DL8166,2026-11-29,DL,CANCELLED,674.14
SW8177,2026-11-26,SW,ON_TIME,524.33
UA6468,2026-11-28,UA,CANCELLED,1097.58
UA7957,2026-11-10,UA,DELAYED,1332.8
UA5796,2026-11-05,UA,ON_TIME,459.86
UA3556,2026-11-16,UA,ON_TIME,372.19
AA1009,2026-11-15,AA,ON_TIME,1220.34
UA2825,2026-11-24,UA,DELAYED,823.13
DL3429,2026-11-30,DL,ON_TIME,532.86
,2026-11-13,DL,DELAYED,871.75
DL946,2026-11-21,DL,DELAYED,1224.07
AA3015,2026-11-03,AA,DELAYED,358.76
DL708,2026-11-17,DL,ON_TIME,1291.57
SW7709,2026-11-05,SW,ON_TIME,812.86
AA5913,2026-11-30,AA,DELAYED,899.47
AA7022,2026-11-06,AA,DELAYED,1444.05
SW2379,2026-11-10,SW,ON_TIME,673.17
UA8842,2026-11-10,UA,DELAYED,437.44
SW5439,2026-11-26,SW,ON_TIME,1320.57
UA9895,2026-11-21,UA,CANCELLED,1408.22
UA3011,2026-11-02,UA,ON_TIME,1168.73
DL4267,2026-11-03,DL,CANCELLED,791.76
AA4974,2026-11-06,AA,ON_TIME,1207.52
SW2453,2026-11-03,SW,ON_TIME,1134.83
SW6571,2026-11-21,SW,DELAYED,744.13
SW3001,2026-11-05,SW,DELAYED,987.68
DL2741,2026-11-17,DL,ON_TIME,1066.38
UA4766,2026-11-11,UA,DELAYED,1060.74
UA378,2026-11-10,UA,CANCELLED,1061.93
UA2653,2026-11-11,UA,CANCELLED,1207.74
SW4656,2026-11-18,SW,CANCELLED,650.98
AA7225,2026-11-03,AA,ON_TIME,372.68
AA7099,2026-11-09,AA,DELAYED,1240.33
SW9899,2026-11-23,SW,ON_TIME,872.66
AA5157,2026-11-09,AA,ON_TIME,1236.11
SW2331,2026-11-04,SW,CANCELLED,119.88
UA8684,2026-11-28,UA,ON_TIME,167.92
UA3628,2026-11-21,UA,CANCELLED,880.22
DL2983,2026-11-25,DL,ON_TIME,724.16
DL8528,2026-11-22,DL,ON_TIME,460.38
UA577,2026-11-24,UA,ON_TIME,256.3
AA4212,2026-11-15,AA,CANCELLED,587.5
UA1316,2026-11-22,UA,ON_TIME,545.14
DL3639,2026-11-06,DL,ON_TIME,1127.55
SW1537,2026-11-26,SW,DELAYED,259.65
DL235,2026-11-10,DL,CANCELLED,512.34
UA2262,2026-11-07,UA,ON_TIME,934.88
AA1018,2026-11-14,AA,CANCELLED,908.61
SW1349,2026-11-08,SW,CANCELLED,1021.07
DL8153,2026-11-10,DL,CANCELLED,1460.95
DL7894,2026-11-18,DL,CANCELLED,985.19
DL1135,2026-11-23,DL,ON_TIME,1004.5
AA9887,2026-11-04,AA,CANCELLED,1018.86
DL2556,2026-11-30,DL,CANCELLED,842.99
DL6645,2026-11-17,DL,DELAYED,153.87
AA7252,2026-11-19,AA,CANCELLED,683.9
DL8011,2026-11-16,DL,CANCELLED,239.8
SW8436,2026-11-03,SW,DELAYED,1326.12
DL7315,2026-11-15,DL,DELAYED,967.23
SW7432,2026-11-10,SW,DELAYED,1049.04
AA9607,2026-11-05,AA,CANCELLED,1316.97
UA872,2026-11-13,UA,ON_TIME,519.47
UA4695,2026-11-04,UA,CANCELLED,166.85
SW5690,2026-11-30,SW,DELAYED,1162.29
UA9219,2026-11-28,UA,DELAYED,495.67
SW7363,2026-11-16,SW,DELAYED,286.24
DL4391,2026-11-10,DL,ON_TIME,1224.82
DL9597,2026-11-06,DL,DELAYED,456.31
AA2941,2026-11-29,AA,ON_TIME,181.8
SW5994,2026-11-13,SW,ON_TIME,974.3
SW3279,2026-11-22,SW,DELAYED,1441.27
AA2412,2026-11-20,AA,ON_TIME,1001.12
AA4664,2026-11-04,AA,ON_TIME,1328.69
AA4274,2026-11-14,AA,CANCELLED,349.61
UA9766,2026-11-17,UA,CANCELLED,1460.41
UA933,2026-11-19,UA,ON_TIME,416.19
AA991,2026-11-18,AA,CANCELLED,1108.69
DL7695,2026-11-23,DL,DELAYED,1107.07
UA7552,2026-11-20,UA,DELAYED,1207.79
,2026-11-28,DL,CANCELLED,722.34
AA4492,2026-11-22,AA,DELAYED,523.87
UA8891,2026-11-08,UA,ON_TIME,415.61
UA3032,2026-11-14,UA,DELAYED,1278.57
UA7263,2026-11-03,UA,DELAYED,694.5
DL2670,2026-11-05,DL,CANCELLED,1151.39
UA8385,2026-11-16,UA,CANCELLED,240.15
SW508,2026-11-06,SW,ON_TIME,920.91
UA4016,2026-11-16,UA,ON_TIME,958.59
UA8435,2026-11-24,UA,ON_TIME,687.22
UA450,2026-11-08,UA,ON_TIME,101.56
DL1593,2026-11-15,DL,CANCELLED,626.52
UA9479,2026-11-02,UA,ON_TIME,1373.83
DL1299,2026-11-24,DL,DELAYED,670.44
UA2924,2026-11-18,UA,ON_TIME,1148.63
SW7617,2026-11-17,SW,DELAYED,667.99
AA2457,2026-11-04,AA,DELAYED,1252.03
UA4131,2026-11-20,UA,ON_TIME,779.6
AA4198,2026-11-16,AA,DELAYED,337.79
AA2971,2026-11-08,AA,DELAYED,137.66
SW8751,2026-11-24,SW,DELAYED,538.68
AA5870,2026-11-25,AA,ON_TIME,133.98
UA553,2026-11-22,UA,ON_TIME,1186.17
DL2440,2026-11-28,DL,DELAYED,1168.71
DL5678,2026-11-10,DL,CANCELLED,1161.78
SW737,2026-11-03,SW,ON_TIME,1032.89
DL6880,2026-11-17,DL,CANCELLED,821.61
SW4845,2026-11-12,SW,ON_TIME,1251.84
UA8214,2026-11-27,UA,DELAYED,1061.94
SW3344,2026-11-17,SW,DELAYED,780.31
AA1419,2026-11-29,AA,CANCELLED,1203.52
AA2084,2026-11-22,AA,DELAYED,558.1
UA7308,2026-11-19,UA,CANCELLED,1349.84
SW7846,2026-11-25,SW,ON_TIME,1258.84
AA3041,2026-11-23,AA,CANCELLED,1062.3
DL9756,2026-11-21,DL,ON_TIME,1488.9
SW3070,2026-11-14,SW,DELAYED,1273.56
AA2429,2026-11-16,AA,ON_TIME,1185.22
AA8663,2026-11-12,AA,DELAYED,669.7
SW4853,2026-11-13,SW,CANCELLED,1486.86
AA7823,2026-11-18,AA,CANCELLED,1244.32
AA6371,2026-11-21,AA,ON_TIME,577.05
SW4302,2026-11-29,SW,DELAYED,1006.48
AA3305,2026-11-15,AA,CANCELLED,1408.7
UA5786,2026-11-29,UA,DELAYED,743.21
SW7135,2026-11-23,SW,ON_TIME,1480.14
DL6857,2026-11-02,DL,CANCELLED,1057.18
SW6788,2026-11-07,SW,ON_TIME,687.24
UA8927,2026-11-06,UA,ON_TIME,690.88
UA2544,2026-11-21,UA,DELAYED,768.67
AA5078,2026-11-11,AA,CANCELLED,1153.49
DL8868,2026-11-28,DL,CANCELLED,1247.19
SW786,2026-11-30,SW,ON_TIME,412.52
AA3724,2026-11-23,AA,CANCELLED,1453.35
UA5510,2026-11-25,UA,DELAYED,768.77
DL3113,2026-11-28,DL,DELAYED,852.93
UA1553,2026-11-12,UA,ON_TIME,540.59
AA3683,2026-11-19,AA,DELAYED,145.91
DL4439,2026-11-04,DL,CANCELLED,1313.59
DL4686,2026-11-04,DL,DELAYED,926.44
SW8508,2026-11-30,SW,CANCELLED,427.74
SW6899,2026-11-04,SW,DELAYED,172.81
AA2245,2026-11-15,AA,ON_TIME,729.41
AA8595,2026-11-04,AA,CANCELLED,1272.23
SW8615,2026-11-21,SW,CANCELLED,747.15
SW4708,2026-11-14,SW,CANCELLED,1146.98
UA2905,2026-11-24,UA,CANCELLED,210.52
DL580,2026-11-18,DL,DELAYED,324.44
UA5504,2026-11-18,UA,ON_TIME,1432.6
SW7473,2026-11-22,SW,ON_TIME,398.73
UA3476,2026-11-11,UA,CANCELLED,1266.4
DL3000,2026-11-01,DL,ON_TIME,1103.69
UA7750,2026-11-27,UA,DELAYED,888.53
UA1598,2026-11-16,UA,DELAYED,709.09
AA9693,2026-11-10,AA,CANCELLED,557.56
DL291,2026-11-18,DL,CANCELLED,1443.71
SW6074,2026-11-17,SW,CANCELLED,1407.84
UA8811,2026-11-20,UA,DELAYED,936.99
SW8448,2026-11-03,SW,ON_TIME,869.32
DL4133,2026-11-22,DL,DELAYED,704.11
AA1594,2026-11-28,AA,ON_TIME,1309.7
SW3789,2026-11-21,SW,CANCELLED,1489.93
AA365,2026-11-16,AA,ON_TIME,689.96
AA6864,2026-11-03,AA,ON_TIME,1216.04
DL6767,2026-11-22,DL,ON_TIME,529.98
UA9455,2026-11-21,UA,CANCELLED,1205.45
UA4419,2026-11-26,UA,DELAYED,492.84
UA3506,2026-11-01,UA,ON_TIME,881.39
AA1975,2026-11-10,AA,DELAYED,250.47
AA7351,2026-11-16,AA,CANCELLED,126.09
AA6360,2026-11-30,AA,DELAYED,405.09
SW3016,2026-11-04,SW,CANCELLED,708.74
UA9054,2026-11-14,UA,DELAYED,395.66
UA2672,2026-11-24,UA,ON_TIME,881.22
UA939,2026-11-19,UA,ON_TIME,385.61
DL2142,2026-11-21,DL,ON_TIME,655.18
SW7580,2026-11-01,SW,CANCELLED,1485.11
SW1761,2026-11-11,SW,ON_TIME,1142.33
DL1532,2026-11-20,DL,DELAYED,252.23
SW7842,2026-11-19,SW,DELAYED,1497.77
UA4608,2026-11-03,UA,CANCELLED,ERROR_TEXT
SW1410,2026-11-08,SW,CANCELLED,583.36
DL4017,2026-11-28,DL,CANCELLED,849.32
DL3414,2026-11-27,DL,CANCELLED,1270.35
UA1002,2026-11-25,UA,ON_TIME,254.31
DL1152,2026-11-06,DL,CANCELLED,1176.68
UA2215,2026-11-01,UA,ON_TIME,129.05
DL880,2026-11-17,DL,ON_TIME,126.92
AA5237,2026-11-03,AA,DELAYED,1309.32
SW3528,2026-11-16,SW,CANCELLED,590.09
SW8031,2026-11-22,SW,DELAYED,1069.16
SW3340,2026-11-23,SW,ON_TIME,544.55
SW5362,2026-11-11,SW,ON_TIME,821.41
AA7018,2026-11-17,AA,DELAYED,1064.03
AA2533,2026-11-23,AA,ON_TIME,369.72
DL5102,2026-11-26,DL,ON_TIME,1136.86
UA203,2026-11-25,UA,DELAYED,458.7
UA1248,2026-11-30,UA,CANCELLED,1073.14
DL6386,2026-11-03,DL,CANCELLED,320.79
SW6146,2026-11-29,SW,DELAYED,629.85
UA7063,2026-11-04,UA,ON_TIME,372.64
AA1393,2026-11-26,AA,CANCELLED,433.51
SW8576,2026-11-24,SW,DELAYED,1181.1
AA2650,2026-11-21,AA,CANCELLED,329.11
DL7280,2026-11-25,DL,DELAYED,855.48
UA1067,2026-11-09,UA,DELAYED,359.39
DL4931,2026-11-13,DL,DELAYED,607.13
UA3608,2026-11-10,UA,CANCELLED,157.78
DL4376,2026-11-19,DL,CANCELLED,1050.35
SW2099,2026-11-28,SW,CANCELLED,684.63
SW7618,2026-11-17,SW,CANCELLED,1010.53
AA1575,2026-11-08,AA,DELAYED,409.17
UA7413,2026-11-06,UA,DELAYED,143.03
AA4057,2026-11-18,AA,CANCELLED,1241.22
DL1751,2026-11-12,DL,ON_TIME,583.78
DL340,2026-11-03,DL,DELAYED,183.91
SW2099,2026-11-24,SW,CANCELLED,1185.49
AA8957,2026-11-11,AA,DELAYED,1472.01
DL9721,2026-11-01,DL,DELAYED,543.3
DL2370,2026-11-14,DL,CANCELLED,1493.78
UA3830,2026-11-22,UA,CANCELLED,309.5
DL829,2026-11-11,DL,DELAYED,157.23
UA6549,2026-11-17,UA,DELAYED,1464.26
UA2137,2026-11-05,UA,ON_TIME,472.28
UA6329,2026-11-09,UA,DELAYED,464.64
AA2896,2026-11-01,AA,CANCELLED,665.29
DL7591,2026-11-26,DL,DELAYED,915.66
AA3774,2026-11-04,AA,ON_TIME,640.38
UA8280,2026-11-24,UA,ON_TIME,328.74
UA7620,2026-11-17,UA,ON_TIME,648.62
AA4120,2026-11-10,AA,DELAYED,374.08
AA8871,2026-11-06,AA,CANCELLED,1327.21
AA6790,2026-11-20,AA,ON_TIME,398.85
AA5405,2026-11-30,AA,ON_TIME,346.8
UA2081,2026-11-01,UA,DELAYED,486.42
AA7219,2026-11-10,AA,CANCELLED,780.47
DL5383,2026-11-28,DL,DELAYED,154.76
DL3277,2026-11-22,DL,CANCELLED,565.84
SW124,2026-11-18,SW,DELAYED,1214.08
DL6654,2026-11-22,DL,CANCELLED,643.25
UA2428,2026-11-21,UA,DELAYED,301.58
UA6114,2026-11-26,UA,DELAYED,906.46
DL2668,2026-11-02,DL,DELAYED,335.42
SW7382,2026-11-28,SW,DELAYED,787.88
DL877,2026-11-13,DL,DELAYED,724.5
UA919,2026-11-10,UA,DELAYED,997.05
AA7390,2026-11-10,AA,CANCELLED,704.57
UA887,2026-11-17,UA,ON_TIME,1403.4
DL3938,2026-11-20,DL,ON_TIME,1444.27
UA9653,2026-11-10,UA,ON_TIME,1282.7
DL2311,2026-11-10,DL,ON_TIME,446.31
UA1668,2026-11-04,UA,CANCELLED,744.17
AA538,2026-11-22,AA,DELAYED,844.06
DL5999,2026-11-18,DL,CANCELLED,1017.26
DL6994,2026-11-26,DL,ON_TIME,510.12
AA8148,2026-11-20,AA,CANCELLED,1430.79
UA2707,2026-11-07,UA,CANCELLED,1189.24
SW6966,2026-11-29,SW,DELAYED,1338.37
DL1149,2026-11-06,DL,DELAYED,608.07
DL9780,2026-11-19,DL,ON_TIME,1390.11
DL5387,2026-11-25,DL,DELAYED,116.8
UA2246,2026-11-20,UA,ON_TIME,1310.11
DL6168,2026-11-03,DL,DELAYED,127.17
AA4342,2026-11-26,AA,DELAYED,ERROR_TEXT
UA6836,2026-11-16,UA,CANCELLED,936.79
DL4198,2026-11-23,DL,ON_TIME,437.49
SW6030,2026-11-25,SW,CANCELLED,303.51
UA1841,2026-11-28,UA,CANCELLED,238.1
DL2022,2026-11-19,DL,ON_TIME,1159.95
DL2367,2026-11-08,DL,DELAYED,483.76
DL8544,2026-11-15,DL,ON_TIME,953.3
DL6236,2026-11-18,DL,CANCELLED,1114.89
SW6343,2026-11-21,SW,CANCELLED,242.05
AA1945,2026-11-15,AA,CANCELLED,1364.63
AA8801,2026-11-20,AA,ON_TIME,162.23
SW213,2026-11-21,SW,ON_TIME,975.54
DL7964,2026-11-05,DL,DELAYED,624.92
SW2003,2026-11-24,SW,CANCELLED,703.36
SW2964,2026-11-22,SW,ON_TIME,153.13
UA960,2026-11-08,UA,ON_TIME,1018.03
DL9259,2026-11-13,DL,ON_TIME,149.45
SW9493,2026-11-26,SW,CANCELLED,1071.18
SW4786,2026-11-24,SW,DELAYED,295.65
SW712,2026-11-09,SW,DELAYED,107.19
SW2041,2026-11-25,SW,ON_TIME,293.71
DL9756,2026-11-14,DL,CANCELLED,217.57
AA8805,2026-11-08,AA,ON_TIME,983.37
AA4745,2026-11-18,AA,CANCELLED,1482.46
AA2277,2026-11-09,AA,CANCELLED,212.84
DL6056,2026-11-21,DL,CANCELLED,211.74
AA2359,2026-11-12,AA,DELAYED,535.98
DL1441,2026-11-30,DL,CANCELLED,246.17
DL7090,2026-11-13,DL,ON_TIME,1029.85
DL4404,2026-11-14,DL,DELAYED,760.93
SW7060,2026-11-07,SW,ON_TIME,1462.65
AA8138,2026-11-18,AA,DELAYED,980.3
DL8682,2026-11-18,DL,ON_TIME,1102.18
SW2434,2026-11-07,SW,ON_TIME,1211.68
AA9471,2026-11-29,AA,ON_TIME,1204.13
AA3231,2026-11-09,AA,DELAYED,801.78
UA8467,2026-11-13,UA,ON_TIME,557.25
UA4031,2026-11-27,UA,CANCELLED,475.27
UA911,2026-11-08,UA,ON_TIME,917.46
AA504,2026-11-19,AA,DELAYED,765.61
UA7051,2026-11-09,UA,DELAYED,1474.61
AA828,2026-11-29,AA,CANCELLED,866.77
DL4517,2026-11-05,DL,CANCELLED,443.64
UA1603,2026-11-19,UA,DELAYED,1148.4
SW2643,2026-11-22,SW,ON_TIME,307.09
AA9364,2026-11-26,AA,DELAYED,801.42
UA3503,2026-11-30,UA,DELAYED,487.27
SW4353,2026-11-15,SW,DELAYED,422.64
UA610,2026-11-06,UA,CANCELLED,1094.89
UA9785,2026-11-01,UA,CANCELLED,548.99
DL1707,2026-11-20,DL,DELAYED,1404.4
UA9502,2026-11-27,UA,DELAYED,867.58
UA6036,2026-11-05,UA,CANCELLED,980.56
AA7854,2026-11-10,AA,DELAYED,982.94
AA9950,2026-11-06,AA,DELAYED,1472.73
DL1720,2026-11-08,DL,CANCELLED,778.87
AA8251,2026-11-28,AA,CANCELLED,1333.37
UA4413,2026-11-20,UA,ON_TIME,868.74
DL2536,2026-11-30,DL,CANCELLED,607.51
AA7818,2026-11-19,AA,ON_TIME,155.45
SW1985,2026-11-22,SW,CANCELLED,1087.6
SW1355,2026-11-10,SW,CANCELLED,157.05
SW1756,2026-11-15,SW,ON_TIME,1370.2
SW5171,2026-11-17,SW,CANCELLED,1401.64
UA4611,2026-11-10,UA,CANCELLED,263.32
AA4207,2026-11-06,AA,ON_TIME,386.19
DL6931,2026-11-23,DL,ON_TIME,610.85
DL6556,2026-11-22,DL,CANCELLED,316.41
UA6042,2026-11-15,UA,DELAYED,408.36
UA9136,2026-11-22,UA,DELAYED,1275.3
SW498,2026-11-23,SW,CANCELLED,819.45
SW6802,2026-11-03,SW,ON_TIME,1048.24
UA8328,2026-11-25,UA,CANCELLED,773.9
DL1643,2026-11-07,DL,ON_TIME,971.1
UA2925,2026-11-16,UA,ON_TIME,866.43
SW1396,2026-11-11,SW,DELAYED,1458.89
AA2118,2026-11-02,AA,ON_TIME,984.26
DL3660,2026-11-29,DL,ON_TIME,946.97
DL3562,2026-11-12,DL,CANCELLED,1451.43
DL9491,2026-11-17,DL,DELAYED,610.29
UA6818,2026-11-10,UA,CANCELLED,207.5
UA2157,2026-11-30,UA,CANCELLED,888.86
UA4719,2026-11-08,UA,CANCELLED,446.82
SW2988,2026-11-08,SW,DELAYED,854.43
SW8833,2026-11-18,SW,ON_TIME,1128.25
AA2808,2026-11-09,AA,ON_TIME,401.1
UA3249,2026-11-29,UA,ON_TIME,175.36
UA7659,2026-11-11,UA,CANCELLED,1003.95
UA8551,2026-11-03,UA,CANCELLED,1446.35
DL3583,2026-11-18,DL,CANCELLED,1101.97
UA9091,2026-11-26,UA,CANCELLED,1088.68
DL6410,2026-11-05,DL,DELAYED,885.18
AA7717,2026-11-09,AA,DELAYED,818.87
SW3869,2026-11-26,SW,DELAYED,663.19
DL4566,2026-11-23,DL,ON_TIME,511.45
AA852,2026-11-05,AA,DELAYED,1114.39
UA3773,2026-11-12,UA,DELAYED,293.72
UA3576,2026-11-01,UA,CANCELLED,240.79
UA817,2026-11-20,UA,DELAYED,963.6
SW2053,2026-11-15,SW,ON_TIME,213.63
AA583,2026-11-25,AA,DELAYED,997.84
UA4309,2026-11-23,UA,ON_TIME,907.04
UA2323,2026-11-15,UA,ON_TIME,756.23
SW8315,2026-11-01,SW,DELAYED,276.96
SW2996,2026-11-18,SW,CANCELLED,404.8
UA1888,2026-11-28,UA,CANCELLED,1368.06
SW9927,2026-11-16,SW,CANCELLED,1468.0
UA9915,2026-11-08,UA,CANCELLED,120.37
DL7722,2026-11-04,DL,DELAYED,1023.21
SW722,2026-11-28,SW,CANCELLED,531.15
SW4813,2026-11-29,SW,DELAYED,716.72
,2026-11-25,AA,CANCELLED,1169.9
SW2569,2026-11-01,SW,DELAYED,1491.38
UA7788,2026-11-23,UA,CANCELLED,193.38
UA8468,2026-11-27,UA,ON_TIME,885.05
UA6346,2026-11-05,UA,DELAYED,1169.74
DL3717,2026-11-15,DL,DELAYED,1045.63
DL1520,2026-11-12,DL,DELAYED,1156.9
SW8226,2026-11-18,SW,CANCELLED,916.5
DL1365,2026-11-12,DL,DELAYED,606.07
AA5475,2026-11-19,AA,DELAYED,606.73
AA3769,2026-11-28,AA,CANCELLED,243.72
SW2931,2026-11-28,SW,ON_TIME,1025.53
AA7839,2026-11-19,AA,DELAYED,1352.92
AA1391,2026-11-19,AA,CANCELLED,204.5
UA6533,2026-11-02,UA,DELAYED,504.23
SW7748,2026-11-08,SW,DELAYED,664.49
SW8993,2026-11-12,SW,ON_TIME,729.0
AA820,2026-11-08,AA,CANCELLED,1110.55
AA6224,2026-11-13,AA,DELAYED,532.42
AA1934,2026-11-05,AA,ON_TIME,1480.74
SW2977,2026-11-23,SW,ON_TIME,868.69
UA5501,2026-11-03,UA,ON_TIME,821.33
AA9838,2026-11-03,AA,CANCELLED,398.56
DL6992,2026-11-10,DL,DELAYED,791.52
AA4444,2026-11-16,AA,ON_TIME,640.36
UA5953,2026-11-27,UA,CANCELLED,792.64
SW119,2026-11-16,SW,ON_TIME,234.61
SW8278,2026-11-13,SW,ON_TIME,307.98
UA1363,2026-11-15,UA,DELAYED,914.72
UA1172,2026-11-07,UA,ON_TIME,717.26
AA5172,2026-11-02,AA,CANCELLED,165.95
UA3815,2026-11-02,UA,CANCELLED,902.82
AA3450,2026-11-15,AA,CANCELLED,1112.2
DL1535,2026-11-16,DL,CANCELLED,725.5
SW1264,2026-11-13,SW,CANCELLED,877.4
UA8393,2026-11-26,UA,DELAYED,1190.59
SW7326,2026-11-08,SW,ON_TIME,217.99
DL5007,2026-11-27,DL,DELAYED,536.89
DL9918,2026-11-16,DL,ON_TIME,726.77
UA2392,2026-11-12,UA,CANCELLED,565.96
SW753,2026-11-01,SW,DELAYED,423.88
DL4569,2026-11-06,DL,ON_TIME,320.01
DL2173,2026-11-20,DL,ON_TIME,1114.99
AA7758,2026-11-17,AA,DELAYED,687.18
DL1261,2026-11-16,DL,ON_TIME,877.94
AA1714,2026-11-19,AA,DELAYED,837.26
SW107,2026-11-26,SW,CANCELLED,1425.89
UA4191,2026-11-20,UA,DELAYED,1112.75
UA6845,2026-11-15,UA,DELAYED,466.85
AA5447,2026-11-26,AA,DELAYED,767.22
SW7138,2026-11-24,SW,DELAYED,650.25
UA9716,2026-11-15,UA,DELAYED,1287.14
SW4994,2026-11-27,SW,DELAYED,1388.8
UA1522,2026-11-17,UA,ON_TIME,465.4
DL1458,2026-11-20,DL,DELAYED,1324.78
AA2781,2026-11-21,AA,DELAYED,723.6
UA7766,2026-11-01,UA,DELAYED,ERROR_TEXT
DL7158,2026-11-23,DL,CANCELLED,1423.68
DL4915,2026-11-15,DL,DELAYED,1212.74
SW5637,2026-11-14,SW,DELAYED,1320.8
,2026-11-12,DL,CANCELLED,172.01
UA2987,2026-11-01,UA,CANCELLED,1328.8
AA2890,2026-11-10,AA,DELAYED,1231.39
AA7763,2026-11-12,AA,DELAYED,1487.62
UA863,2026-11-30,UA,DELAYED,294.98
SW1272,2026-11-25,SW,CANCELLED,795.22
UA7908,2026-11-30,UA,ON_TIME,1478.55
AA2239,2026-11-21,AA,DELAYED,900.9
UA4085,2026-11-16,UA,DELAYED,600.71
SW9194,2026-11-26,SW,ON_TIME,748.97
SW5500,2026-11-17,SW,DELAYED,547.35
DL934,2026-11-21,DL,DELAYED,712.79
AA5985,2026-11-27,AA,CANCELLED,481.02
SW8100,2026-11-03,SW,CANCELLED,166.2
AA1711,2026-11-29,AA,ON_TIME,251.57
UA1236,2026-11-20,UA,ON_TIME,1025.71
UA843,2026-11-13,UA,ON_TIME,672.1
DL3022,2026-11-23,DL,CANCELLED,1226.78
UA9898,2026-11-09,UA,CANCELLED,762.89
AA9124,2026-11-08,AA,DELAYED,725.31
UA1168,2026-11-13,UA,DELAYED,1404.88
UA4833,2026-11-16,UA,ON_TIME,1451.71
UA2447,2026-11-25,UA,CANCELLED,228.3
AA7970,2026-11-09,AA,CANCELLED,333.89
DL7829,2026-11-14,DL,ON_TIME,1414.35
DL7770,2026-11-23,DL,CANCELLED,825.51
UA9977,2026-11-10,UA,ON_TIME,672.99
UA3722,2026-11-21,UA,DELAYED,356.6
DL9334,2026-11-06,DL,DELAYED,573.46
DL8182,2026-11-09,DL,DELAYED,568.79
AA5043,2026-11-24,AA,DELAYED,237.79
UA2803,2026-11-14,UA,ON_TIME,1259.85
AA2316,2026-11-27,AA,DELAYED,1384.43
AA9437,2026-11-05,AA,CANCELLED,435.35
DL3317,2026-11-19,DL,DELAYED,742.83
UA433,2026-11-22,UA,DELAYED,1497.7
UA185,2026-11-25,UA,CANCELLED,278.86
DL3512,2026-11-28,DL,ON_TIME,951.19
UA8648,2026-11-26,UA,DELAYED,1079.54
SW4030,2026-11-13,SW,ON_TIME,139.56
,2026-11-25,SW,ON_TIME,167.31
SW2845,2026-11-08,SW,DELAYED,215.17
DL2404,2026-11-26,DL,CANCELLED,418.43
UA4115,2026-11-22,UA,CANCELLED,323.15
SW5132,2026-11-18,SW,DELAYED,165.83
AA5013,2026-11-24,AA,ON_TIME,1345.87
UA8341,2026-11-24,UA,ON_TIME,918.14
UA6801,2026-11-23,UA,ON_TIME,314.33
UA4411,2026-11-26,UA,DELAYED,853.16
AA6059,2026-11-16,AA,DELAYED,677.48
SW8151,2026-11-26,SW,ON_TIME,393.14
,2026-11-28,AA,CANCELLED,1408.5
UA8801,2026-11-04,UA,DELAYED,240.4
UA3811,2026-11-15,UA,ON_TIME,1198.76
UA1773,2026-11-10,UA,CANCELLED,718.71
DL3350,2026-11-08,DL,DELAYED,862.95
SW8531,2026-11-17,SW,ON_TIME,407.16
UA7815,2026-11-03,UA,CANCELLED,1255.91
UA8703,2026-11-02,UA,ON_TIME,323.89
AA4397,2026-11-22,AA,ON_TIME,1022.67
UA3486,2026-11-17,UA,CANCELLED,166.28
AA3974,2026-11-09,AA,CANCELLED,1392.26
DL4695,2026-11-18,DL,ON_TIME,779.71
SW3115,2026-11-01,SW,ON_TIME,1038.29
UA8646,2026-11-04,UA,CANCELLED,1428.41
DL6776,2026-11-02,DL,CANCELLED,947.41
AA1827,2026-11-25,AA,DELAYED,963.05
UA7073,2026-11-22,UA,CANCELLED,812.87
SW6915,2026-11-09,SW,DELAYED,1093.65
DL9000,2026-11-14,DL,DELAYED,942.94
UA9282,2026-11-20,UA,CANCELLED,1258.45
SW4129,2026-11-20,SW,ON_TIME,213.39
SW967,2026-11-04,SW,ON_TIME,1376.47
DL2178,2026-11-02,DL,ON_TIME,882.3
